name,color,age,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,missing_date
Cat Benatar,butterscotch,5,Male,Thailand,1,1,5,5,1,1,651-8436731,10/23/2017
Treble,striped,6,Female,Germany,1,1,7,7,1,1,651-3465130,02/21/2017
Anita,peaches and cream,15,Female,France,3,5,5,5,3,2,651-6385792,12/16/2006
Frenzy,striped,4,Female,Germany,2,2,6,6,4,3,651-2217537,07/24/2018
Catpernicus,butterscotch,3,Male,France,2,3,6,5,1,4,651-2331601,08/13/2019
Davidson,grey and brown,7,Female,Germany,2,3,4,5,4,4,651-3563464,04/03/2021
Tazz,brown,10,Female,China,2,7,6,2,1,2,651-7709833,11/11/2015
Irish,tabby,7,Male,Spain,1,1,7,7,1,7,651-5021016,05/28/2020
Noisy,brown,5,Female,Thailand,5,6,5,1,1,1,651-3615377,05/10/2018
Jerry,brown,2,Male,Thailand,1,7,4,1,1,1,651-5610758,07/02/2020
Kitty,black,15,Male,Canada,1,1,5,6,1,6,651-6349095,09/15/2015
Dandelion,striped,12,Female,France,6,2,5,5,1,6,651-6872809,07/06/2011
Hugo,butterscotch,6,Female,Australia,4,5,5,3,4,5,651-6189765,06/03/2020
Spaz,grey,3,Female,Thailand,2,1,6,7,2,4,651-7426604,12/26/2018
Bartholomew,butterscotch,14,Female,Thailand,2,5,6,7,5,5,651-5334654,04/26/2014
Daisy,orange,3,Female,Thailand,7,2,3,5,1,1,651-3871661,08/17/2018
Candy,brown,12,Female,UK,1,6,3,3,6,7,651-5024705,03/17/2018
Sting,grey,18,Female,Germany,1,2,6,7,1,2,651-5894694,04/20/2008
Smidget,black,17,Female,Thailand,1,3,6,7,1,2,651-2612586,09/14/2015
By,striped,4,Male,Thailand,1,7,6,1,1,3,651-8722346,04/29/2020
Toasty,tabby,12,Male,China,1,2,5,3,1,2,651-2605164,10/21/2012
Octivia,grey,10,Male,Spain,1,5,7,7,3,7,651-7906766,02/16/2013
Spot,brown,11,Male,New Zealand,2,1,5,7,5,5,651-7535786,09/01/2013
Cadpig,black,10,Female,Peru,2,2,5,4,1,4,651-1541747,11/27/2012
General Sherman,butterscotch,5,Male,Peru,5,1,5,7,2,1,651-5442432,05/24/2018
Titus,white,8,Female,USA,2,1,4,7,1,1,651-3604550,01/17/2016
Rainer,salt and pepper,9,Male,Germany,1,4,6,5,2,4,651-8770076,02/05/2016
Buttons,brown,4,Male,Peru,4,2,5,5,5,4,651-6926972,06/05/2020
Tweeter,brown,6,Female,Germany,3,3,6,6,4,5,651-4989404,01/16/2018
Lickers,grey and brown,3,Female,France,4,5,7,5,7,4,651-7986822,07/21/2019
Rhiannon,orange,19,Male,USA,1,1,5,6,1,3,651-4874717,08/21/2019
Ariadne,black,16,Male,Canada,2,2,5,6,4,4,651-7225758,12/10/2017
Mr. President,black,7,Female,Australia,2,4,5,6,2,2,651-7372683,06/05/2016
Emily Spinach,tabby,3,Male,Thailand,6,1,4,4,4,4,651-5526348,04/30/2019
Solumn,black,14,Female,France,1,6,4,4,1,4,651-3081006,07/18/2019
Othello,grey and brown,7,Unsure,USA,4,6,4,6,1,6,651-8979308,10/16/2017
Elle Mcphupup,salt and pepper,5,Female,France,3,6,6,4,1,5,651-4027253,03/27/2021
Tango,grey and black,6,Male,Germany,2,2,2,4,2,1,651-8582920,09/10/2019
Toby,grey and black,17,Male,UK,2,3,6,6,7,2,651-6409613,06/28/2012
Rapatap & Pupadup,black,6,Female,USA,3,2,6,5,4,5,651-3943779,05/01/2017
Clementine,grey and black,5,Female,Germany,5,2,5,5,5,3,651-8932138,08/06/2019
Chicken,white,20,Female,UK,3,3,5,5,3,3,651-4069297,12/13/2015
Excaliber,black,11,Female,China,2,7,4,2,7,4,651-7954973,09/25/2016
Bubbles,grey and black,18,Female,USA,2,6,6,3,5,5,651-5820271,04/05/2018
Cecil,peaches and cream,3,Female,New Zealand,7,4,2,5,1,3,651-1618254,03/02/2021
Fleas Witherspoon,black,10,Male,Spain,2,2,6,5,2,6,651-2882412,08/13/2019
Miss Moochie,striped,3,Male,UK,7,3,5,7,2,3,651-2400682,04/21/2019
Damon,brown,5,Male,Spain,1,7,5,7,7,7,651-8222319,10/26/2018
Megabucks,striped,3,Female,Peru,5,5,5,4,1,5,651-2067370,11/20/2019
Hennessy,brown,17,Male,China,5,6,5,3,1,3,651-4235689,02/13/2010
Sniper,black,16,Male,USA,1,1,6,7,1,7,651-6462049,12/25/2010
Snickers,striped,8,Male,New Zealand,2,1,7,7,4,2,651-2817871,03/14/2014
Barley,salt and pepper,14,Female,Spain,4,2,7,5,2,6,651-8404466,04/13/2014
Niamh,orange,20,Male,France,2,2,3,4,1,4,651-2770888,03/13/2006
Aelurus,grey and black,14,Male,Canada,1,1,7,7,1,2,651-4112337,04/29/2007
Garcia,orange,7,Male,Canada,7,2,1,2,1,5,651-2659445,01/08/2015
Rutherford,black,16,Female,Canada,3,5,5,5,2,4,651-3429186,12/16/2018
Oso,butterscotch,11,Male,Canada,7,3,2,6,2,5,651-4213162,11/03/2016
Grace,salt and pepper,13,Male,Canada,2,7,5,7,5,6,651-2508518,12/15/2010
Oberon,brown,9,Male,New Zealand,3,2,6,5,1,2,651-2429613,05/04/2015
MacGregor,white,7,Male,UK,2,2,7,7,6,3,651-7894258,10/24/2019
Me-Too,salt and pepper,19,Male,Canada,1,2,3,7,6,5,651-1753067,11/12/2002
Dali,grey and black,13,Female,Thailand,2,7,5,3,1,2,651-8483344,04/03/2016
Ptolemy,striped,4,Female,UK,3,5,5,5,3,6,651-1858459,08/28/2018
Masaccio,peaches and cream,7,Female,Canada,3,5,5,5,3,3,651-5346529,10/28/2019
Purcell,butterscotch,9,Female,France,5,3,6,5,5,3,651-3293012,01/02/2018
Oedipus,peaches and cream,18,Female,France,3,6,2,5,2,5,651-8228084,09/16/2004
Whispurr,grey and brown,17,Female,Germany,7,7,4,4,2,1,651-2213820,12/23/2008
Edward Scissorclaws,peaches and cream,9,Male,Thailand,1,1,6,7,6,7,651-7010859,10/15/2012
Herringbone,grey and brown,4,Female,France,5,3,6,6,2,6,651-4002653,08/23/2017
Prince,butterscotch,7,Male,New Zealand,5,3,5,5,1,6,651-4963578,01/13/2016
Marengo,salt and pepper,4,Female,Australia,3,6,5,4,3,3,651-2501696,02/09/2018
Tasha,butterscotch,1,Male,USA,2,4,7,6,4,3,651-6307407,05/11/2020
Aelurus,peaches and cream,14,Female,Germany,1,4,6,6,1,3,651-8618605,02/11/2011
Hansel,butterscotch,15,Male,New Zealand,1,1,7,7,5,7,651-2448415,01/06/2011
Berkeley,striped,11,Male,Thailand,3,1,3,7,1,2,651-7557670,03/11/2016
Hopie,tabby,21,Male,Australia,7,1,7,7,2,1,651-4107375,01/21/2012
Booboo,brown,2,Female,Peru,1,7,6,1,6,2,651-2789995,08/02/2019
Macho,black,11,Female,France,1,6,5,4,3,2,651-2416592,02/12/2013
Kanga,striped,4,Male,Peru,1,6,6,6,1,7,651-8718282,02/17/2020
Puckers,white,8,Female,Spain,6,2,4,5,2,7,651-6067536,01/11/2014
Baccardi,salt and pepper,16,Male,Germany,1,7,1,4,7,6,651-4768385,03/03/2010
Eden,brown,1,Male,Australia,1,1,6,7,1,6,651-3069445,08/20/2020
Einstein,tabby,3,Female,USA,3,5,5,2,4,4,651-8305678,12/16/2020
Honey,butterscotch,9,Female,China,1,1,6,7,2,1,651-5542463,01/18/2019
Rhiannon,black,6,Male,Spain,4,6,7,7,1,4,651-9009642,01/24/2021
Boy,peaches and cream,18,Male,USA,1,6,1,4,1,1,651-6340936,10/21/2020
Mr. Moky,grey and brown,1,Female,China,1,7,6,2,2,6,651-7173722,04/07/2021
Peregrin,butterscotch,6,Female,UK,1,1,6,6,6,1,651-2682917,06/27/2017
Simon,peaches and cream,16,Male,Australia,4,2,5,5,5,6,651-5140058,01/10/2010
Panzer,peaches and cream,6,Female,France,4,6,6,2,1,2,651-7629774,04/15/2016
Crabbe,tabby,10,Female,New Zealand,4,2,7,7,4,3,651-5881222,01/11/2013
Madeleine,grey and black,5,Male,Australia,1,2,7,6,3,1,651-3936110,03/26/2019
Lennon,white,2,Female,UK,7,7,1,7,6,2,651-2666514,10/07/2019
Rebecca,striped,3,Male,France,2,3,5,6,2,5,651-7801553,07/05/2018
Rebecca,striped,2,Female,Peru,1,2,6,6,6,4,651-6373281,10/03/2019
Alba,peaches and cream,7,Female,Spain,7,6,2,2,1,5,651-6290090,07/05/2014
Gimli,butterscotch,16,Female,Spain,1,5,6,6,1,5,651-5162690,05/21/2007
Aldona,grey and brown,18,Male,Australia,1,3,6,5,1,2,651-8750745,04/26/2011
Camelot,grey and brown,7,Male,USA,3,7,6,2,3,3,651-2647005,04/22/2019
Gin,grey,8,Male,New Zealand,2,1,6,7,1,2,651-2589746,07/25/2015
Kricket,grey and brown,6,Male,Spain,1,7,6,7,1,1,651-7977671,12/17/2019
Rosebud,black,4,Male,New Zealand,3,5,6,3,1,1,651-8685901,11/29/2020
Harrison,peaches and cream,4,Male,New Zealand,1,2,6,5,3,6,651-6762251,01/20/2021
Chantilly,peaches and cream,8,Female,Canada,6,4,5,5,1,6,651-5083206,06/23/2018
Abba,striped,8,Female,UK,5,2,6,6,6,7,651-7668640,11/20/2017
Ludwig,brown,8,Male,Spain,4,2,2,5,1,2,651-8279753,06/02/2014
Munchkin,peaches and cream,8,Male,Australia,1,6,6,5,5,5,651-6045924,06/04/2013
Cat Stevens,peaches and cream,20,Male,China,2,6,6,4,1,4,651-6654863,06/10/2001
Columbia,peaches and cream,1,Male,France,1,7,7,6,2,2,651-7448323,09/11/2020
Kalan,peaches and cream,2,Female,Thailand,5,5,4,3,3,5,651-6097751,03/16/2020
Napster,grey,7,Male,USA,3,5,4,3,3,3,651-6824866,02/16/2015
Ginger Spice,orange,5,Male,China,2,7,5,6,1,6,651-7994454,06/20/2020
Devo,black,17,Female,China,6,2,6,4,1,2,651-4715985,08/06/2011
Blossom,peaches and cream,11,Male,Germany,2,1,7,6,2,4,651-8623008,09/16/2011
Claus,butterscotch,12,Female,China,1,1,7,7,4,4,651-7838146,09/16/2014
Terrance,salt and pepper,8,Male,UK,4,4,1,6,5,5,651-5990915,11/16/2014
Flynn,black,4,Female,USA,1,5,7,3,1,1,651-8423310,01/07/2020
Minty,peaches and cream,11,Male,UK,1,1,7,7,1,1,651-5343955,09/19/2015
Toejam,striped,9,Female,Thailand,3,3,5,3,3,3,651-3129483,03/11/2013
Cha Cha,peaches and cream,2,Male,China,5,6,5,2,3,3,651-4089888,05/09/2020
Mrs Paw,grey,11,Male,New Zealand,4,2,5,3,2,4,651-4869600,01/22/2012
Lee,grey,7,Female,Germany,1,6,7,6,6,7,651-2921746,05/29/2017
Dusty,grey,7,Female,Spain,1,1,7,7,1,1,651-7723111,04/25/2014
Spider,striped,5,Female,China,5,6,3,3,1,1,651-7615004,09/27/2020
Miss Moneypenny,white,10,Male,France,1,1,4,7,1,6,651-1595403,11/25/2018
Gallagher,grey and black,6,Male,UK,6,4,7,6,2,3,651-7567457,10/05/2020
Kennedy,white,7,Male,Germany,3,5,5,5,4,3,651-8747281,02/27/2019
Tut,orange,3,Male,France,2,6,5,5,1,5,651-2384777,11/29/2020
Nybble,orange,8,Female,Spain,1,6,7,2,1,6,651-5374069,06/20/2020
Hammerhead,grey and black,20,Female,USA,2,1,7,7,2,2,651-6641019,08/10/2001
Sammy,tabby,10,Male,Spain,1,1,5,7,2,3,651-7158103,10/19/2020
Choo,salt and pepper,15,Male,New Zealand,4,6,5,6,2,6,651-5789185,10/20/2014
Kasha,grey and brown,3,Female,Thailand,2,3,5,5,4,4,651-5552344,06/13/2019
Anna,brown,11,Male,France,5,4,6,4,1,3,651-5950599,05/19/2020
Bacchis,butterscotch,12,Male,Thailand,1,5,5,5,1,7,651-8350683,01/12/2021
Boyd,tabby,14,Female,France,1,7,6,6,6,6,651-3427368,12/29/2017
Cowboy,striped,3,Male,Australia,1,7,3,5,1,7,651-3737386,06/19/2018
Heartbreaker,striped,10,,Spain,1,1,7,7,7,7,651-4215911,03/27/2014
Carly,grey,6,Female,New Zealand,1,1,1,7,1,3,651-6985640,01/14/2019
P. C. Moggs,brown,4,Male,Spain,2,1,5,7,2,2,651-4964057,01/17/2021
Joan,grey and black,4,Male,Canada,1,5,6,5,3,5,651-3310992,11/16/2020
Booboo,white,10,Female,Peru,5,2,6,6,1,1,651-4333905,10/12/2016
Miranda,striped,5,Female,Peru,1,7,7,7,7,5,651-8036897,02/03/2018
Skippy,grey and black,11,Female,China,4,2,5,7,3,4,651-4445909,10/14/2016
Findi,butterscotch,8,Female,UK,2,4,6,6,3,4,651-5159088,06/27/2018
Vegetarian,orange,11,Male,New Zealand,2,2,6,7,4,4,651-4559149,09/24/2015
Biggles,brown,3,Male,France,3,3,5,6,3,4,651-8995018,07/16/2020
TC,brown,6,Male,USA,1,2,6,7,4,4,651-2482688,06/01/2015
Furball,brown,15,Female,Germany,5,2,7,7,5,5,651-5276692,02/12/2020
Beastie,butterscotch,15,Male,UK,2,6,6,4,2,2,651-7503269,04/08/2017
Claus,orange,12,Male,France,3,5,3,2,1,2,651-3018604,09/19/2018
Chardonnay,striped,12,Female,New Zealand,3,3,6,6,3,5,651-1722039,07/27/2011
Cat,grey and brown,3,Male,Germany,1,1,6,7,4,5,651-6045376,12/03/2019
Anderson Pooper,orange,5,Male,Spain,3,6,5,6,2,3,651-3781090,02/29/2020
Sylvester,white,3,Male,Spain,1,2,6,7,3,3,651-6496602,10/21/2019
Shirley,peaches and cream,6,Male,UK,2,7,4,2,1,3,651-8432680,01/27/2018
Edward,grey and brown,5,Female,Australia,1,1,7,7,1,5,651-2582482,12/03/2018
Alton,white,3,Female,New Zealand,6,3,6,6,6,7,651-3521431,06/02/2020
Mufasa,grey,4,Male,China,1,6,5,4,2,3,651-2291933,11/05/2019
Abukar,butterscotch,20,Female,Germany,2,3,6,5,3,2,651-5383990,04/19/2009
Magnum,butterscotch,17,Female,Thailand,3,2,4,3,5,4,651-4143332,01/01/2020
Dr. Spock,salt and pepper,8,,Germany,4,2,5,2,1,5,651-2757798,11/26/2018
Balzac,grey,13,Male,China,1,1,6,7,1,2,651-1918172,03/23/2012
Atali,butterscotch,9,Female,UK,5,7,3,1,1,1,651-5971338,02/22/2015
Catrick Swayze,butterscotch,4,Male,UK,2,4,2,6,1,3,651-4945499,01/04/2019
Alfresco,butterscotch,5,Female,France,7,1,7,5,2,5,651-2993685,10/09/2016
Stella,peaches and cream,20,Male,USA,1,3,5,7,1,6,651-4671906,05/24/2003
Purrgus McKitty,brown,8,Female,Australia,2,1,7,6,7,1,651-4823535,03/09/2021
Elvira,salt and pepper,4,Male,France,6,5,7,4,1,4,651-4568358,06/02/2019
Aeneas,salt and pepper,12,Male,France,1,4,6,5,3,3,651-2469881,12/04/2011
Crystal,grey and brown,14,Female,Australia,3,2,5,5,3,5,651-4919850,06/02/2020
Anderson Pooper,white,4,Male,Germany,2,7,3,3,2,3,651-3924995,10/02/2017
Desiree,orange,1,Female,China,1,1,6,6,1,6,651-3623137,03/31/2021
Darin,salt and pepper,1,Female,New Zealand,5,1,7,7,1,7,651-2626280,11/25/2020
Tibby,salt and pepper,5,Male,Australia,1,1,7,7,1,1,651-1839858,04/26/2018
Basilisk,orange,3,Male,UK,1,1,7,7,6,1,651-7617301,12/10/2019
Virgil,white,13,Male,France,5,3,5,6,5,5,651-3656938,08/28/2012
Achal,orange,13,Female,Peru,1,2,6,6,1,5,651-1605439,07/09/2008
Jessie,brown,15,Male,Spain,1,5,1,4,2,1,651-2863959,05/03/2020
Chewie,brown,8,Female,Spain,6,6,4,1,1,2,651-4063604,09/17/2018
Tootsie,salt and pepper,15,Male,China,1,1,4,7,7,3,651-1790961,12/14/2015
Cappuccino,white,12,Female,Germany,4,5,4,1,4,1,651-3764995,12/25/2017
Andre,black,7,Female,UK,7,2,5,4,1,1,651-2475840,12/25/2016
Kiri,brown,2,Male,Australia,5,4,3,3,1,1,651-8287704,06/10/2020
Ayesha,grey and black,19,Female,Australia,5,1,7,5,1,6,651-7161319,07/07/2006
Wally,black,18,Female,New Zealand,2,5,6,2,1,4,651-3303027,05/31/2018
Cat Stevens,grey,4,Male,Thailand,1,2,7,7,1,1,651-2269359,06/17/2018
Zipper,orange,9,Male,USA,4,4,5,5,2,2,651-2492994,11/14/2014
Apple,striped,4,Male,Germany,2,1,6,1,1,3,651-3995521,02/10/2020
Blair,grey,5,Male,France,7,2,4,3,3,6,651-4437696,02/26/2018
Harmony,brown,11,Male,Thailand,1,1,6,7,1,3,651-5705791,11/06/2016
Eartha Kitt,tabby,7,Male,UK,1,1,4,6,5,2,651-8717979,07/09/2018
Dumpleton,orange,9,Female,Australia,2,7,3,4,6,7,651-6003183,07/28/2016
Jezebel,striped,2,Female,Germany,5,3,6,6,6,5,651-3885310,09/02/2019
Amistad,striped,6,Male,Germany,6,1,6,3,5,7,651-1558050,03/11/2017
Bookie,orange,9,Female,Peru,2,1,5,7,5,5,651-8149961,04/26/2019
Wonka,striped,4,Female,USA,2,7,3,3,1,1,651-5362832,09/12/2020
Caboodle,white,20,Male,Thailand,1,5,7,7,6,6,651-4192800,02/21/2008
Mojo Jojo,grey and black,11,Female,Thailand,1,6,7,3,2,1,651-2413339,02/10/2019
Cato,orange,13,Female,Canada,2,6,5,2,6,6,651-8027009,10/14/2015
Caboodle,salt and pepper,13,Female,Thailand,2,2,3,7,4,2,651-4329345,05/28/2015
Clawsome,orange,11,Male,New Zealand,7,5,3,3,1,2,651-4453599,03/25/2012
Rosalind,white,3,Male,Germany,1,6,7,4,1,1,651-3512694,03/12/2020
Detroit,tabby,12,Male,UK,1,1,7,7,1,2,651-7558893,06/03/2018
Zippo,black,3,Female,France,2,4,5,6,2,3,651-7290059,01/25/2020
Puddy Tat,tabby,6,Male,Peru,2,5,6,4,1,2,651-1996995,11/12/2018
Hoomey,grey,6,Male,France,2,5,7,3,4,1,651-4229762,10/08/2018
Penny,striped,4,Male,France,5,1,5,7,1,3,651-3736960,11/23/2019
Davidson,salt and pepper,10,Female,Peru,2,7,5,3,6,3,651-3414546,08/14/2017
Deanie Dumpling,brown,18,Male,France,1,5,6,5,5,7,651-6243739,08/01/2005
Snickerdoodle,grey and black,20,Female,Germany,2,2,5,7,1,1,651-7794475,04/10/2014
Chutney,grey and brown,8,Female,Spain,1,2,6,7,2,6,651-4234998,06/19/2013
Claw,salt and pepper,2,Female,UK,6,6,5,3,4,2,651-8891074,09/09/2020
Canute,striped,9,Male,France,4,1,4,7,5,7,651-7940154,10/08/2017
Pretzel,tabby,6,Male,UK,2,3,7,5,2,2,651-4333119,01/17/2016
Koufax,orange,9,Male,USA,1,6,7,3,5,5,651-2273547,01/31/2020
Detroit,black,7,Male,Canada,1,1,7,7,1,6,651-3466618,12/03/2015
Banyan,salt and pepper,9,Female,Germany,5,5,6,5,1,6,651-4969965,10/12/2015
Brett,butterscotch,2,Female,New Zealand,2,5,6,5,2,3,651-2369621,02/09/2021
Juno,striped,9,Male,New Zealand,1,2,5,5,3,7,651-7163314,01/19/2014
Diego,salt and pepper,10,Female,New Zealand,2,1,6,7,5,5,651-8120776,04/29/2019
Panic,orange,14,Male,Peru,5,6,5,2,1,3,651-3539782,03/13/2011
Koufax,striped,12,Male,UK,1,4,4,5,1,3,651-8157239,05/02/2017
Lolly,grey,17,Male,China,1,1,4,4,1,1,651-6770986,12/21/2015
Aretha,grey and brown,3,Female,Canada,5,5,6,6,2,1,651-1951329,03/08/2019
Balzac,butterscotch,1,Female,Thailand,1,5,7,7,2,2,651-6998715,11/05/2020
Aldona,peaches and cream,14,Male,New Zealand,5,2,5,7,2,6,651-8296788,12/18/2018
Lucerne,salt and pepper,4,Male,New Zealand,2,2,6,7,1,1,651-5840509,05/26/2018
Fondue,black,2,Male,UK,2,5,7,5,3,6,651-6363889,08/06/2020
Sponge,black,1,Male,Australia,1,7,7,2,6,2,651-3578512,09/17/2020
Mr Biz,tabby,20,Female,New Zealand,1,3,6,6,3,5,651-3826929,04/28/2014
Elvis,tabby,18,Male,Thailand,2,7,6,1,5,3,651-8007113,08/13/2018
Tweedledum,white,14,Male,Spain,6,2,6,6,2,5,651-8391376,08/24/2013
Sonny,tabby,11,Female,Australia,1,2,6,6,1,5,651-4479054,09/01/2018
Kumheer,orange,18,Female,China,3,2,2,5,4,1,651-7049130,04/07/2010
Liam,brown,3,Female,Australia,1,4,6,6,1,6,651-5575159,08/20/2020
Custard,white,6,Female,Canada,1,6,6,5,1,6,651-6270287,03/06/2018
Gallagher,butterscotch,9,Female,Canada,2,2,5,7,7,6,651-4646921,05/27/2012
Pussamaccattus,grey and black,10,Male,Peru,2,7,5,2,6,5,651-1807297,06/16/2011
Butch Catsidy,grey and black,20,Female,UK,1,4,5,7,1,5,651-7049154,03/11/2011
Freckles,striped,2,Female,USA,2,4,5,5,2,4,651-2054251,06/15/2020
Geronimo,grey and black,5,Unsure,Thailand,4,3,3,3,4,5,651-8672532,01/28/2018
Herbie,brown,2,Female,UK,6,6,6,1,1,1,651-5421831,12/23/2019
Coco,brown,1,Male,Australia,1,7,7,1,5,1,651-2852020,05/20/2020
Saxon,tabby,18,Female,China,1,1,5,4,1,1,651-8274403,04/03/2015
Irish,white,12,Female,UK,5,6,3,2,1,1,651-7097498,07/20/2009
Hoover,salt and pepper,19,Female,France,3,3,4,3,1,3,651-8421107,07/25/2009
Xerxes,striped,8,Female,France,2,3,6,6,1,6,651-4170331,01/27/2019
Vivaldi,black,4,Male,Spain,2,6,3,1,1,1,651-3616381,06/22/2018
Nutmeg,grey,3,Female,UK,3,5,3,5,5,3,651-8737754,10/26/2020
Buckley,peaches and cream,14,Female,Australia,1,3,6,5,1,2,651-3153251,02/03/2014
Cordelia,grey,10,Female,Australia,3,4,5,4,3,3,651-4139271,01/11/2020
Walter Croncat,grey and black,2,Male,Thailand,3,1,5,7,5,2,651-3358992,03/25/2020
Wheresy,tabby,9,Female,China,1,4,5,4,1,4,651-8296666,01/23/2021
Horatio,peaches and cream,8,Male,New Zealand,2,2,6,6,1,5,651-2417065,05/11/2016
Colonel,salt and pepper,20,Unsure,Germany,2,6,5,3,2,6,651-4201552,01/27/2003
Aragog,tabby,10,Female,Germany,1,1,4,6,1,1,651-2081705,04/30/2020
Hercules,peaches and cream,14,Male,Australia,1,4,6,3,2,6,651-2373825,03/12/2019
Clotilda,salt and pepper,6,Female,Spain,1,2,5,4,1,1,651-3388828,06/11/2017
Blossom,butterscotch,9,Female,Canada,2,5,6,5,4,6,651-2167298,04/01/2018
Tim Tam,grey and brown,14,Female,Thailand,6,5,6,5,1,1,651-5889728,02/20/2011
Blair,peaches and cream,19,Female,Peru,6,4,3,4,2,1,651-4786002,07/31/2003
Perceval,salt and pepper,2,Male,Canada,1,2,5,6,5,6,651-2014071,06/16/2019
Cheeto,grey,4,Female,China,6,7,6,2,2,4,651-5323221,12/04/2019
Fresca,orange,20,Female,Spain,3,2,5,5,2,3,651-3074008,03/02/2020
Petropolis,salt and pepper,20,Male,Germany,3,1,5,6,3,2,651-4051403,04/21/2009
Malinda,orange,20,Male,New Zealand,3,1,5,6,1,6,651-4669615,01/23/2011
Mosag,tabby,20,Female,Spain,7,7,1,1,7,7,651-1949324,04/24/2016
Ballofur,salt and pepper,5,Female,Canada,1,1,5,6,5,1,651-8291812,11/07/2020
Adela,orange,16,Female,New Zealand,1,1,6,6,1,1,651-6462003,12/03/2012
Crankie Frankie,grey and black,13,Male,New Zealand,2,6,6,5,2,6,651-6804597,03/30/2017
Winky,salt and pepper,4,Female,Peru,1,1,7,7,7,1,651-8263137,03/07/2021
Phu-Kat,striped,1,Male,Spain,3,5,5,5,3,4,651-5482878,04/20/2020
Fickle,grey,18,Female,Thailand,4,5,5,3,2,3,651-8368042,04/09/2017
Cherub,peaches and cream,4,Female,France,1,1,6,7,1,2,651-8201536,03/07/2019
Buster,white,16,Female,Canada,2,7,7,1,1,1,651-7583559,02/18/2006
TC,butterscotch,13,Male,Canada,2,2,6,6,1,3,651-7083832,07/12/2020
Tatum,butterscotch,3,Female,New Zealand,2,7,6,5,5,1,651-5263056,04/03/2021
Broody,peaches and cream,4,Female,Thailand,7,6,5,2,1,6,651-2911395,11/08/2017
Dwight,tabby,4,Female,New Zealand,2,4,7,7,1,1,651-6199137,10/22/2017
Snuffy,brown,6,Female,Australia,2,1,7,7,1,6,651-4088050,06/15/2018
Claret,black,8,Female,UK,1,1,7,7,1,3,651-5897278,02/17/2021
Dylan,white,15,Female,UK,7,4,1,4,1,5,651-1793524,03/30/2009
Odette,peaches and cream,10,Female,Spain,5,5,6,2,1,2,651-6978787,06/10/2018
Magnificat,orange,2,Male,Peru,1,6,4,3,2,5,651-8809835,08/23/2020
Exit,grey,4,Female,Canada,1,1,5,6,1,2,651-7636622,09/24/2017
Chic,orange,3,Male,Germany,1,1,5,7,5,2,651-2019579,05/15/2019
Cadpig,butterscotch,2,Female,China,1,2,5,5,1,5,651-5869202,03/01/2020
Crankie Frankie,peaches and cream,19,Female,New Zealand,3,2,5,2,3,7,651-2023074,10/27/2009
Sniff,striped,3,Female,Spain,2,3,6,6,1,2,651-6693078,02/18/2020
Macho,orange,9,Female,Germany,6,3,3,2,2,5,651-7614038,03/05/2016
Crash,tabby,17,Female,UK,4,5,6,4,7,5,651-8137187,03/04/2014
Chilli,peaches and cream,14,Male,Thailand,5,5,5,5,1,4,651-7693515,09/19/2012
Napoleon,salt and pepper,1,Male,New Zealand,1,3,5,5,5,2,651-3866568,07/23/2020
Nina,orange,1,Female,New Zealand,4,6,5,3,1,3,651-2119888,11/28/2020
Bollinger,grey and black,9,Female,USA,1,4,7,7,2,3,651-4354890,02/06/2019
Alvin,black,6,Female,Thailand,5,6,5,3,6,3,651-6233174,02/12/2021
Zeppelin,orange,6,Male,Thailand,4,6,5,3,2,6,651-6691300,06/17/2018
Bean,grey and brown,6,Female,USA,2,1,5,7,7,2,651-1838736,05/10/2017
Jumper,orange,1,Female,Spain,1,2,6,7,2,2,651-7411853,03/22/2021
Scoop,brown,17,Male,Germany,1,4,6,6,1,5,651-7323776,06/10/2008
Hermione,grey and brown,10,Male,Spain,2,5,3,3,1,1,651-4102182,11/05/2019
Mr. Meowgi,black,19,Male,Australia,1,2,6,6,5,1,651-6488718,04/29/2012
Little Kitty,black,6,Male,Australia,4,6,3,1,3,3,651-7859101,01/20/2017
Mallory,grey and black,9,Female,China,3,5,5,5,7,6,651-6010468,07/06/2017
Oedipus,peaches and cream,3,Male,Germany,1,1,5,7,2,5,651-6218782,06/19/2019
Moody Blue,butterscotch,6,Male,France,2,2,6,5,2,2,651-8148545,11/26/2018
Chowder,grey,10,Male,Thailand,5,1,3,1,1,6,651-3738963,12/20/2011
Bayou,grey and brown,8,Female,China,4,5,3,5,3,6,651-2080743,12/06/2018
Cider,tabby,7,Female,UK,3,6,6,4,2,5,651-5805012,05/25/2019
Tuckleberry,grey and black,4,Male,Australia,7,4,3,5,2,4,651-2224335,10/21/2019
Rosebud,peaches and cream,9,Female,USA,1,6,4,6,1,6,651-7209814,05/09/2018
Jada,butterscotch,11,Male,Australia,1,1,4,7,1,1,651-3686184,11/12/2015
Joanne,brown,1,Male,UK,5,7,5,6,6,7,651-3380839,09/21/2020
Blanche,brown,5,Male,Thailand,7,4,5,2,4,4,651-2505643,09/26/2019
Dubonnet,grey and black,7,Male,New Zealand,1,1,7,7,1,1,651-3296701,07/22/2014
Broody,tabby,3,Female,Australia,2,1,5,7,3,7,651-6333733,11/15/2018
Albert,striped,7,Female,Germany,1,7,6,7,3,2,651-6621371,04/08/2018
Gandhi,brown,9,Female,UK,5,4,7,7,5,5,651-1980675,02/07/2019
